;text
56899;"Congresistas sin honor. Hacen juego con el Lápiz para no perder su sueldo. Políticos de siempre. No les importa el país. Vendidos. Solo hacen la finta y sacan sus cuentas.

Con el TERRORISMO no se dialoga. Dejen de estafar la pueblo.

#VacanciaPedroCastillo"
26434;"Este vídeo es en Lima, Peru , peruanos ya estamos como en VeneZuela !!

Bienvenido Foro de Sao Paolo, Maduro, Evo, y demás gobernantes !
Se les acabó sus arcas , quieren las nuestras??
#VacanciaPedroCastillo https://t.co/S0O38XGfAz"
34464;#VacanciaPedroCastillo damnificados por terremoto ocurrido en Sullana Piura el 30/7 último, hta el momento no reciben ni frazadas d gobierno. https://t.co/rzmGpLqDoa
79010;"Las dos terceras partes del pueblo peruano quieren urgente ---&gt; #VacanciaPedroCastillo"
19776;"@PrensaJaponesa Jajajaja, los zurdos escriben cada cojudez.
#VacanciaPedroCastillo"
43746;Pero tú dignidad fue primero verdad ? 🤡 #VacanciaPedroCastillo https://t.co/jEZIFukMEM
69089;Un asesino es el Ministro de Relaciones Exteriores. No fue un autor mediato,NO, el mismo con sus propias manos asesinó cobardemente a inocentes. Señores @congresoperu @CCFFAA_PERU defiendan la Patria. Tiene la obligación de hacerlo. #VacanciaPedroCastillo https://t.co/DAwdgJQtjT
84998;"Mucha marcha, nada de resultados.

Es una FALTA DE RESPETO que el @congresoperu diga que va dialogar con TERRORISTAS.

¿Tanto temen perder sus escaños? Uds fueron puestos en el poder por el pueblo y el pueblo exige VACANCIA. 

¿O ya los están corrompiendo?

#VacanciaPedroCastillo"
69096;"Acéptalo, tu ""Dignidad"" fue más.🤡
#AceptaTuVoto
#VacanciaPedroCastillo 
#VacanciaPresidencialYa https://t.co/e6MjrZn33M"
02210;En las redes sociales y en las calles piden la #VacanciaPedroCastillo
51840;"Orgullo peruano...La verdadera Generación Bicentenario, los que defienden la democracia!

 #VacanciaPedroCastillo https://t.co/1drMd4I20W"
02340;"Mucha marcha, nada de resultados.

Es una FALTA DE RESPETO que el @congresoperu diga que va dialogar con TERRORISTAS.

¿Tanto temen perder sus escaños? Uds fueron puestos en el poder por el pueblo y el pueblo exige VACANCIA. 

¿O ya los están corrompiendo?

#VacanciaPedroCastillo"
13250;"No se preocupen Bermejos, muy pronto ya no va haber Alicorp, sólo vamos a tener aceite, atún, leche, etc marca Evo y te le van a regalar pero solo 1 al mes y por familia.
#VacanciaPedroCastillo"
74338;#VacanciaPedroCastillo damnificados por terremoto ocurrido en Sullana Piura el 30/7 último, hta el momento no reciben ni frazadas d gobierno. https://t.co/rzmGpLqDoa
42851;Un asesino es el Ministro de Relaciones Exteriores. No fue un autor mediato,NO, el mismo con sus propias manos asesinó cobardemente a inocentes. Señores @congresoperu @CCFFAA_PERU defiendan la Patria. Tiene la obligación de hacerlo. #VacanciaPedroCastillo https://t.co/DAwdgJQtjT
